season,name,height,weight,game,game_date,age,min,fgm,fga,fg_percent,three_pm,three_pa,three_percent,ftm,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,plus_minus
2023,Tyrese Maxey,6-2,200,55,2023-03-25,22,35:47,14,19,.737,7,11,.636,2,3,.667,0,7,7,3,1,0,3,1,37,-9
2023,Tyrese Maxey,6-2,200,56,2023-03-27,22,33:38,12,21,.571,2,6,.333,3,5,.600,1,3,4,5,3,0,0,1,29,-10
2023,Tyrese Maxey,6-2,200,57,2023-03-29,22,34:26,6,13,.462,4,9,.444,6,6,1.000,0,4,4,4,2,0,1,3,22,+8
2023,Tyrese Maxey,6-2,200,58,2023-03-31,22,36:31,5,8,.625,2,4,.500,1,1,1.000,0,0,0,6,0,0,0,2,13,
2023,Tyrese Maxey,6-2,200,59,2023-04-02,22,34:53,9,15,.600,6,7,.857,5,5,1.000,0,4,4,2,1,0,1,1,29,-13
2023,Tyrese Maxey,6-2,200,60,2023-04-04,22,39:38,2,8,.250,1,4,.250,0,0,,0,4,4,1,0,1,4,5,5,+17
2023,Tyrese Maxey,6-2,200,,2023-04-06,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tyrese Maxey,6-2,200,,2023-04-07,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2023,Tyrese Maxey,6-2,200,,2023-04-09,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Anfernee Simons,6-3,181,,2020-12-23,21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Anfernee Simons,6-3,181,1,2020-12-26,21,9:51,2,5,.400,2,5,.400,1,2,.500,0,1,1,0,1,2,0,0,7,-5
2021,Anfernee Simons,6-3,181,2,2020-12-28,21,4:52,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,+8
2021,Anfernee Simons,6-3,181,3,2020-12-30,21,10:18,1,4,.250,1,4,.250,0,0,,0,0,0,0,0,0,0,2,3,-14
2021,Anfernee Simons,6-3,181,4,2021-01-01,21,22:07,3,12,.250,3,8,.375,2,2,1.000,0,6,6,0,0,0,0,5,11,-10
2021,Anfernee Simons,6-3,181,5,2021-01-03,21,12:27,2,4,.500,1,3,.333,0,0,,0,1,1,1,0,0,0,0,5,+2
2021,Anfernee Simons,6-3,181,6,2021-01-05,21,5:04,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-6
2021,Anfernee Simons,6-3,181,7,2021-01-07,21,12:00,3,5,.600,1,2,.500,1,2,.500,0,5,5,1,0,0,2,1,8,-13
2021,Anfernee Simons,6-3,181,8,2021-01-09,21,6:34,2,4,.500,2,3,.667,0,0,,0,0,0,1,0,0,0,0,6,-2
2021,Anfernee Simons,6-3,181,,2021-01-11,21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2021,Anfernee Simons,6-3,181,,2021-01-13,21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2021,Anfernee Simons,6-3,181,9,2021-01-14,21,9:04,0,5,.000,0,5,.000,0,0,,0,2,2,1,0,0,1,1,0,-13
2021,Anfernee Simons,6-3,181,10,2021-01-16,21,8:12,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,+1
2021,Anfernee Simons,6-3,181,11,2021-01-18,21,15:18,2,7,.286,2,5,.400,0,0,,0,0,0,1,0,1,0,1,6,-22
2021,Anfernee Simons,6-3,181,12,2021-01-24,21,23:19,6,9,.667,4,6,.667,0,0,,2,1,3,2,0,0,2,3,16,+4
2021,Anfernee Simons,6-3,181,13,2021-01-25,21,29:23,10,17,.588,6,10,.600,0,0,,1,1,2,1,1,0,1,4,26,-9
2021,Anfernee Simons,6-3,181,14,2021-01-28,21,28:22,5,13,.385,4,9,.444,0,0,,0,8,8,0,0,0,2,2,14,-8
2021,Anfernee Simons,6-3,181,15,2021-01-30,21,27:05,3,10,.300,2,6,.333,0,0,,1,3,4,1,0,0,2,1,8,-1
2021,Anfernee Simons,6-3,181,16,2021-02-01,21,30:09,5,15,.333,3,8,.375,2,2,1.000,0,3,3,5,0,2,0,2,15,-15
2021,Anfernee Simons,6-3,181,17,2021-02-02,21,13:39,1,4,.250,1,3,.333,0,0,,1,1,2,1,0,0,0,2,3,-7
2021,Anfernee Simons,6-3,181,18,2021-02-04,21,18:53,4,9,.444,2,7,.286,4,5,.800,0,1,1,2,1,0,1,0,14,+14
2021,Anfernee Simons,6-3,181,19,2021-02-06,21,18:20,4,8,.500,3,6,.500,1,1,1.000,0,1,1,3,1,0,1,2,12,-8
2021,Anfernee Simons,6-3,181,20,2021-02-09,21,21:40,4,11,.364,3,8,.375,0,0,,0,5,5,2,0,0,1,3,11,+3
2021,Anfernee Simons,6-3,181,21,2021-02-11,21,22:47,4,8,.500,1,4,.250,2,2,1.000,0,2,2,2,0,0,0,1,11,+6
2021,Anfernee Simons,6-3,181,22,2021-02-12,21,30:26,4,10,.400,4,9,.444,4,4,1.000,0,3,3,1,1,0,2,2,16,+5
2021,Anfernee Simons,6-3,181,23,2021-02-14,21,24:16,4,6,.667,4,6,.667,0,0,,0,3,3,1,0,0,3,3,12,-5
2021,Anfernee Simons,6-3,181,24,2021-02-16,21,17:59,5,9,.556,5,8,.625,0,0,,0,2,2,1,1,0,1,6,15,-5
2021,Anfernee Simons,6-3,181,25,2021-02-17,21,24:49,2,5,.400,1,4,.250,2,3,.667,1,1,2,3,0,0,2,0,7,-9
2021,Anfernee Simons,6-3,181,26,2021-02-20,21,15:55,2,10,.200,2,6,.333,3,3,1.000,0,4,4,0,0,0,1,3,9,-10
2021,Anfernee Simons,6-3,181,27,2021-02-22,21,26:14,2,8,.250,2,7,.286,0,0,,0,5,5,1,0,0,0,2,6,-15
2021,Anfernee Simons,6-3,181,28,2021-02-23,21,13:26,1,4,.250,1,3,.333,0,0,,0,4,4,2,0,0,1,3,3,+12
2021,Anfernee Simons,6-3,181,29,2021-02-26,21,5:44,1,2,.500,1,1,1.000,0,0,,0,2,2,1,0,0,2,1,3,+1
2021,Anfernee Simons,6-3,181,30,2021-03-01,21,13:21,0,2,.000,0,2,.000,0,0,,0,0,0,5,0,0,2,0,0,+9
2021,Anfernee Simons,6-3,181,31,2021-03-03,21,11:43,3,7,.429,2,5,.400,0,0,,0,4,4,0,0,0,0,3,8,-4
2021,Anfernee Simons,6-3,181,32,2021-03-04,21,9:39,2,3,.667,2,3,.667,0,0,,0,1,1,1,0,0,0,1,6,-2
2021,Anfernee Simons,6-3,181,33,2021-03-11,21,16:11,4,9,.444,2,5,.400,0,0,,0,2,2,3,1,0,1,3,10,-6
2021,Anfernee Simons,6-3,181,34,2021-03-13,21,14:53,3,8,.375,2,5,.400,0,0,,2,1,3,3,0,0,0,2,8,+4
2021,Anfernee Simons,6-3,181,35,2021-03-14,21,11:09,2,4,.500,0,1,.000,1,2,.500,0,0,0,3,1,0,0,1,5,0
2021,Anfernee Simons,6-3,181,,2021-03-16,21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2021,Anfernee Simons,6-3,181,,2021-03-18,21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2021,Anfernee Simons,6-3,181,,2021-03-19,21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2021,Anfernee Simons,6-3,181,36,2021-03-21,21,12:00,1,5,.200,1,2,.500,1,2,.500,0,0,0,1,0,0,1,0,4,-6
2021,Anfernee Simons,6-3,181,,2021-03-23,21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2021,Anfernee Simons,6-3,181,37,2021-03-25,21,20:04,3,6,.500,3,6,.500,0,0,,0,2,2,2,0,0,0,2,9,-7
2021,Anfernee Simons,6-3,181,38,2021-03-26,21,24:53,5,7,.714,5,7,.714,0,1,.000,0,3,3,3,0,0,2,3,15,+18
2021,Anfernee Simons,6-3,181,39,2021-03-28,21,13:25,3,5,.600,1,3,.333,0,0,,0,4,4,1,0,0,0,0,7,+5
2021,Anfernee Simons,6-3,181,40,2021-03-31,21,13:39,0,2,.000,0,1,.000,0,0,,0,4,4,3,0,0,0,3,0,+4
2021,Anfernee Simons,6-3,181,41,2021-04-02,21,17:44,2,5,.400,2,5,.400,2,2,1.000,0,0,0,0,0,0,2,0,8,-8
2021,Anfernee Simons,6-3,181,42,2021-04-03,21,22:32,5,11,.455,3,8,.375,3,3,1.000,0,1,1,2,0,0,0,3,16,+8
2021,Anfernee Simons,6-3,181,43,2021-04-06,21,6:25,1,3,.333,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,-1
2021,Anfernee Simons,6-3,181,44,2021-04-08,21,11:15,1,5,.200,1,3,.333,2,2,1.000,0,4,4,0,0,0,0,0,5,+1
2021,Anfernee Simons,6-3,181,45,2021-04-10,21,1:52,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
2021,Anfernee Simons,6-3,181,46,2021-04-11,21,4:34,2,4,.500,1,2,.500,0,0,,0,2,2,0,0,0,0,0,5,+10
2021,Anfernee Simons,6-3,181,,2021-04-13,21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2021,Anfernee Simons,6-3,181,47,2021-04-16,21,29:52,5,10,.500,4,8,.500,2,2,1.000,0,2,2,2,2,1,0,1,16,+16
2021,Anfernee Simons,6-3,181,48,2021-04-18,21,30:22,2,6,.333,0,4,.000,1,2,.500,1,3,4,4,0,0,0,2,5,+6
2021,Anfernee Simons,6-3,181,49,2021-04-20,21,18:58,4,8,.500,3,6,.500,2,3,.667,0,1,1,1,3,0,0,0,13,+6
2021,Anfernee Simons,6-3,181,50,2021-04-21,21,15:05,3,4,.750,3,4,.750,0,2,.000,0,0,0,1,0,0,1,2,9,-2
2021,Anfernee Simons,6-3,181,51,2021-04-23,21,8:15,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,1,0,2,+1
2021,Anfernee Simons,6-3,181,52,2021-04-25,21,12:52,2,3,.667,2,2,1.000,2,2,1.000,1,1,2,1,0,0,1,0,8,+5
2021,Anfernee Simons,6-3,181,53,2021-04-27,21,24:16,9,13,.692,9,10,.900,0,0,,2,2,4,4,2,0,0,1,27,+42
2021,Anfernee Simons,6-3,181,54,2021-04-28,21,21:04,3,8,.375,2,5,.400,0,0,,0,2,2,1,1,1,0,1,8,+15
2021,Anfernee Simons,6-3,181,55,2021-04-30,21,20:09,4,8,.500,2,5,.400,0,0,,0,1,1,4,0,0,2,0,10,+12
2021,Anfernee Simons,6-3,181,56,2021-05-02,21,19:50,1,3,.333,1,3,.333,2,2,1.000,0,0,0,1,1,0,0,2,5,-7
2021,Anfernee Simons,6-3,181,57,2021-05-03,21,19:43,1,7,.143,0,5,.000,0,0,,0,2,2,0,0,0,0,2,2,-7
2021,Anfernee Simons,6-3,181,58,2021-05-05,21,25:03,4,6,.667,2,2,1.000,0,0,,0,3,3,1,0,0,1,1,10,+26
2021,Anfernee Simons,6-3,181,59,2021-05-07,21,19:54,1,4,.250,0,3,.000,0,0,,1,2,3,3,0,0,1,5,2,+3
2021,Anfernee Simons,6-3,181,60,2021-05-08,21,27:18,3,8,.375,1,4,.250,2,2,1.000,1,5,6,0,0,1,3,3,9,+12
2021,Anfernee Simons,6-3,181,61,2021-05-10,21,21:02,1,6,.167,1,4,.250,2,2,1.000,0,5,5,2,0,0,0,2,5,-3
2021,Anfernee Simons,6-3,181,62,2021-05-12,21,18:53,1,3,.333,1,3,.333,0,0,,0,1,1,0,1,0,0,1,3,+3
2021,Anfernee Simons,6-3,181,63,2021-05-13,21,16:20,1,2,.500,1,2,.500,0,0,,0,0,0,1,0,0,0,0,3,0
2021,Anfernee Simons,6-3,181,64,2021-05-16,21,21:56,3,6,.500,2,5,.400,2,2,1.000,0,1,1,0,0,0,0,1,10,+11
2022,Anfernee Simons,6-3,181,1,2021-10-20,22,17:39,5,6,.833,1,2,.500,0,0,,0,2,2,4,0,0,1,0,11,-9
2022,Anfernee Simons,6-3,181,2,2021-10-23,22,24:00,7,14,.500,4,8,.500,0,0,,1,2,3,1,0,0,1,2,18,+25
2022,Anfernee Simons,6-3,181,3,2021-10-25,22,20:27,5,13,.385,1,6,.167,1,1,1.000,1,3,4,1,0,0,1,1,12,-21
2022,Anfernee Simons,6-3,181,4,2021-10-27,22,28:05,6,10,.600,5,7,.714,0,0,,0,3,3,2,2,0,1,0,17,+14
2022,Anfernee Simons,6-3,181,5,2021-10-29,22,23:51,2,11,.182,1,7,.143,0,0,,0,3,3,4,0,0,0,2,5,+7
2022,Anfernee Simons,6-3,181,6,2021-10-31,22,18:54,6,9,.667,5,8,.625,2,2,1.000,0,1,1,1,0,0,1,1,19,+2
2022,Anfernee Simons,6-3,181,7,2021-11-01,22,29:20,7,12,.583,3,7,.429,0,0,,0,3,3,3,2,0,2,3,17,+3
2022,Anfernee Simons,6-3,181,8,2021-11-03,22,24:06,6,11,.545,1,4,.250,2,2,1.000,0,0,0,1,1,0,1,4,15,-3
2022,Anfernee Simons,6-3,181,9,2021-11-05,22,21:16,6,10,.600,4,6,.667,0,0,,0,1,1,1,0,1,1,1,16,-1
2022,Anfernee Simons,6-3,181,10,2021-11-06,22,23:23,4,14,.286,0,6,.000,2,2,1.000,3,2,5,4,0,0,1,1,10,+3
2022,Anfernee Simons,6-3,181,11,2021-11-09,22,23:23,2,7,.286,1,3,.333,0,0,,0,0,0,2,0,0,0,0,5,-5
2022,Anfernee Simons,6-3,181,12,2021-11-10,22,20:52,1,9,.111,0,4,.000,0,0,,1,2,3,1,1,0,0,0,2,-6
2022,Anfernee Simons,6-3,181,13,2021-11-12,22,18:50,3,9,.333,2,6,.333,0,0,,2,0,2,1,0,0,4,2,8,+20
2022,Anfernee Simons,6-3,181,14,2021-11-14,22,27:35,6,11,.545,1,5,.200,3,3,1.000,1,4,5,4,0,1,1,1,16,-14
2022,Anfernee Simons,6-3,181,15,2021-11-15,22,16:12,3,5,.600,2,4,.500,0,0,,0,2,2,1,0,0,0,2,8,+6
2022,Anfernee Simons,6-3,181,16,2021-11-17,22,17:48,1,3,.333,0,1,.000,4,5,.800,0,1,1,2,1,0,1,2,6,-2
2022,Anfernee Simons,6-3,181,17,2021-11-20,22,22:16,2,7,.286,1,4,.250,4,4,1.000,0,2,2,3,0,0,1,0,9,+8
2022,Anfernee Simons,6-3,181,18,2021-11-23,22,22:53,6,12,.500,2,5,.400,0,0,,2,3,5,2,0,0,2,3,14,-3
2022,Anfernee Simons,6-3,181,,2021-11-24,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,19,2021-11-26,22,28:53,7,13,.538,5,10,.500,0,0,,0,6,6,2,3,0,2,2,19,-4
2022,Anfernee Simons,6-3,181,20,2021-11-29,22,29:14,10,15,.667,4,7,.571,0,0,,0,1,1,2,0,1,2,3,24,-6
2022,Anfernee Simons,6-3,181,21,2021-11-30,22,35:37,5,14,.357,2,6,.333,0,0,,0,6,6,5,0,1,2,4,12,+6
2022,Anfernee Simons,6-3,181,22,2021-12-02,22,10:38,0,3,.000,0,2,.000,0,0,,0,0,0,1,0,0,0,1,0,-6
2022,Anfernee Simons,6-3,181,,2021-12-04,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2021-12-06,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2021-12-08,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,23,2021-12-12,22,32:36,9,20,.450,6,12,.500,2,3,.667,0,1,1,3,0,0,1,5,26,+4
2022,Anfernee Simons,6-3,181,24,2021-12-14,22,32:35,3,13,.231,1,6,.167,1,1,1.000,2,3,5,2,0,0,0,1,8,+3
2022,Anfernee Simons,6-3,181,25,2021-12-15,22,29:33,7,16,.438,4,6,.667,4,4,1.000,1,2,3,0,0,0,1,4,22,-29
2022,Anfernee Simons,6-3,181,26,2021-12-17,22,18:01,3,6,.500,2,4,.500,0,0,,0,0,0,2,0,0,3,1,8,-8
2022,Anfernee Simons,6-3,181,27,2021-12-19,22,20:37,2,9,.222,0,4,.000,5,5,1.000,1,1,2,2,0,0,2,1,9,+13
2022,Anfernee Simons,6-3,181,28,2021-12-21,22,30:41,1,9,.111,0,3,.000,0,0,,0,2,2,1,1,0,1,2,2,-9
2022,Anfernee Simons,6-3,181,29,2021-12-27,22,26:59,4,8,.500,1,4,.250,2,2,1.000,0,1,1,2,0,0,2,4,11,-8
2022,Anfernee Simons,6-3,181,30,2021-12-29,22,29:08,3,13,.231,1,4,.250,0,0,,3,2,5,5,0,0,2,5,7,-10
2022,Anfernee Simons,6-3,181,,2021-12-31,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,31,2022-01-03,22,38:30,13,21,.619,9,16,.563,8,8,1.000,0,3,3,7,0,0,2,3,43,+3
2022,Anfernee Simons,6-3,181,32,2022-01-05,22,39:12,9,17,.529,5,10,.500,5,5,1.000,0,1,1,7,2,0,1,3,28,-1
2022,Anfernee Simons,6-3,181,33,2022-01-07,22,34:15,6,15,.400,2,8,.250,0,0,,0,3,3,7,1,1,4,2,14,-12
2022,Anfernee Simons,6-3,181,34,2022-01-09,22,34:47,10,17,.588,7,11,.636,4,4,1.000,1,2,3,6,0,0,4,3,31,+8
2022,Anfernee Simons,6-3,181,35,2022-01-10,22,38:27,10,24,.417,2,11,.182,1,2,.500,0,6,6,11,0,0,3,2,23,+13
2022,Anfernee Simons,6-3,181,,2022-01-13,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,36,2022-01-15,22,40:23,11,21,.524,7,14,.500,2,3,.667,0,0,0,11,2,0,2,0,31,+13
2022,Anfernee Simons,6-3,181,37,2022-01-17,22,35:29,4,11,.364,0,5,.000,5,5,1.000,0,2,2,7,0,0,2,1,13,+18
2022,Anfernee Simons,6-3,181,38,2022-01-19,22,38:18,9,19,.474,6,14,.429,3,4,.750,0,3,3,7,1,1,3,3,27,+6
2022,Anfernee Simons,6-3,181,39,2022-01-21,22,38:22,8,17,.471,4,8,.500,1,2,.500,0,2,2,4,2,0,0,0,21,+8
2022,Anfernee Simons,6-3,181,40,2022-01-23,22,37:06,6,18,.333,5,9,.556,2,2,1.000,0,3,3,5,1,0,6,2,19,-6
2022,Anfernee Simons,6-3,181,41,2022-01-25,22,34:25,5,18,.278,4,13,.308,3,3,1.000,0,4,4,7,0,0,6,4,17,+4
2022,Anfernee Simons,6-3,181,42,2022-01-26,22,35:47,9,14,.643,4,7,.571,1,1,1.000,0,2,2,7,0,0,3,1,23,-10
2022,Anfernee Simons,6-3,181,43,2022-01-28,22,35:19,11,17,.647,5,9,.556,0,0,,0,3,3,6,1,0,3,4,27,+10
2022,Anfernee Simons,6-3,181,44,2022-01-30,22,32:34,7,18,.389,5,10,.500,2,3,.667,0,3,3,6,1,0,2,0,21,-9
2022,Anfernee Simons,6-3,181,45,2022-01-31,22,34:09,3,16,.188,2,12,.167,0,0,,0,5,5,2,0,0,2,2,8,-18
2022,Anfernee Simons,6-3,181,46,2022-02-02,22,35:34,7,18,.389,3,10,.300,2,3,.667,1,1,2,3,1,0,1,4,19,-2
2022,Anfernee Simons,6-3,181,47,2022-02-04,22,37:00,7,15,.467,1,6,.167,4,5,.800,1,4,5,4,2,0,3,1,19,+5
2022,Anfernee Simons,6-3,181,48,2022-02-05,22,27:47,7,17,.412,5,13,.385,0,0,,1,0,1,3,1,0,5,0,19,-35
2022,Anfernee Simons,6-3,181,49,2022-02-08,22,37:55,7,17,.412,3,9,.333,2,3,.667,1,4,5,5,1,0,2,1,19,-13
2022,Anfernee Simons,6-3,181,50,2022-02-09,22,38:11,11,23,.478,5,11,.455,2,2,1.000,0,0,0,5,0,0,3,0,29,-2
2022,Anfernee Simons,6-3,181,51,2022-02-12,22,37:04,11,23,.478,6,12,.500,2,3,.667,2,3,5,8,0,0,2,1,30,+5
2022,Anfernee Simons,6-3,181,52,2022-02-14,22,35:03,12,24,.500,7,16,.438,0,0,,0,2,2,6,1,0,2,2,31,+26
2022,Anfernee Simons,6-3,181,53,2022-02-16,22,34:13,11,18,.611,5,10,.500,4,4,1.000,0,3,3,6,1,0,3,3,31,-2
2022,Anfernee Simons,6-3,181,54,2022-02-24,22,28:30,7,14,.500,4,7,.571,6,6,1.000,1,2,3,3,0,0,4,3,24,-11
2022,Anfernee Simons,6-3,181,55,2022-02-27,22,29:06,5,18,.278,1,9,.111,5,7,.714,0,2,2,4,0,0,3,4,16,-20
2022,Anfernee Simons,6-3,181,56,2022-03-02,22,28:15,4,10,.400,3,4,.750,0,0,,0,0,0,6,1,0,4,3,11,-31
2022,Anfernee Simons,6-3,181,57,2022-03-05,22,40:00,11,25,.440,9,17,.529,7,7,1.000,0,3,3,3,0,0,3,0,38,-2
2022,Anfernee Simons,6-3,181,,2022-03-07,22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2022,Anfernee Simons,6-3,181,,2022-03-09,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2022-03-12,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2022-03-14,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2022-03-16,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2022-03-18,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2022-03-20,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2022-03-21,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2022-03-23,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2022-03-25,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2022-03-26,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2022-03-28,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2022-03-30,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2022-04-01,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Anfernee Simons,6-3,181,,2022-04-03,22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
